Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445038725682689617,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682689873,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682690086,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682690342,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682690598,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682690897,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682691110,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682691366,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682692859,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682695163,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725682695377,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725682696870,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682697126,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682697425,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682697809,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682699558,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682699814,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682700070,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725682700326,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682700582,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682700795,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725682701051,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682701265,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682702800,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725682705147,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682706043,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725682706854,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682707195,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682707792,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682709627,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682709840,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682710096,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682710352,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682710566,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682710864,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725682711078,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682711291,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682712827,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682715131,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725682716027,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725682716838,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682717179,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725682717435,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682717776,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682718203,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725682719654,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682719910,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682720166,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725682720379,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682720635,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682720848,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682721104,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682723536,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725682725115,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682725371,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725682726821,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682727035,000006FA,false,Rx,0,8,01,32,57,45,5A,43,30,36,
18445038725682727760,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682729595,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682729851,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682730064,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682730320,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682730533,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682730789,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725682731045,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682731259,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682732795,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682735141,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725682736805,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682737061,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725682737360,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682737744,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682739451,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682739707,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682739963,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725682740219,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682740432,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682740688,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682740901,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682741157,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682745125,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682746832,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682747088,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682747728,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682749605,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682749861,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682750074,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725682750330,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682750544,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682750842,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725682751056,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682751312,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682752762,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682755152,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725682756816,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682757114,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682757370,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682757712,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682759632,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682759888,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682760144,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682760357,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682760613,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682760826,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682761082,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682761296,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725682765136,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682766842,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682767141,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725682767695,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682769615,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682769829,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682770085,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682770341,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725682770554,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682770810,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682771066,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682771279,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682771535,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725682772730,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682773498,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725682775119,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725682776869,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682777125,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682777423,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725682777679,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682777935,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725682779557,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682779770,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682780026,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682780282,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682780495,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682780751,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725682781007,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682785146,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682786810,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682787066,0000029A,false,Rx,0,8,01,32,57,45,5A,43,30,36,
18445038725682787663,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682789583,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682789839,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682790180,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682790436,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682790735,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682790991,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682791247,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682792698,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682795130,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725682795386,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725682796879,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682797178,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682797476,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682797690,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682799652,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682799908,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682800164,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725682800378,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682800634,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682800847,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682801103,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682801316,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725682802639,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725682805114,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682806010,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725682806820,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682807076,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682807631,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682809593,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682809807,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682810063,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682810319,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682810532,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682810788,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682811044,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725682811257,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682811513,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682812665,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682815140,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725682816036,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725682816847,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682817103,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725682817359,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682817657,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682818297,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725682819407,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682819748,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682820004,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725682820260,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682820516,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682820729,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682821028,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682823503,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725682825081,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725682825337,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682826831,000006FA,false,Rx,0,8,02,36,34,34,00,00,00,00,
18445038725682827087,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682827599,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682829604,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682829817,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682830159,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682830372,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682830628,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725682830926,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682831140,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682832633,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682836857,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682837113,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725682837412,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682837668,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682839588,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682839844,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682840100,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725682840356,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682840569,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682840825,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682841038,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682841252,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682841550,00000669,false,Rx,0,8,01,30,30,30,00,00,00,00,
18445038725682845134,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682846798,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682847054,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682847566,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682848846,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682849614,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682849828,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682850126,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682850340,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725682850553,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682850809,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725682851065,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682851278,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682852601,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682856825,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682857081,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682857337,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682857550,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682859513,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682859726,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682859982,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682860238,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682860451,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682860707,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682860921,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725682861177,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682861390,0000066A,false,Rx,0,8,02,1E,2F,B2,12,00,00,00,
18445038725682865145,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682866809,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682867065,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725682867534,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682869582,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682869795,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682870051,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725682870307,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682870521,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682870819,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682871033,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682871289,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725682872569,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682873507,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725682876792,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682877091,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682877347,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725682877560,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682877859,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725682879608,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682879864,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682880078,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682880334,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682880547,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682880803,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725682881016,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682885112,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682886862,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682887118,0000029A,false,Rx,0,8,02,36,34,34,FF,FF,FF,FF,
18445038725682887502,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682887843,00000676,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725682888739,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725682889550,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682889806,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682890019,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682890403,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682890702,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682890958,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682891214,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682892536,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682895011,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725682895267,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725682896845,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682897101,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725682897400,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682897656,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682897869,00000677,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725682899448,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682899661,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682899917,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725682900173,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682900387,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682900643,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682900856,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725682901112,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682902477,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725682905123,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682906019,00000374,false,Rx,0,8,79,7C,7C,FE,3F,3E,3A,30,
18445038725682906872,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682907171,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682907469,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682907853,00000571,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725682909560,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682909773,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682910029,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682910243,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725682910499,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682910755,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725682911011,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725682911224,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682912504,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725682915149,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725682916045,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725682916856,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682917154,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725682917453,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725682917666,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682918136,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725682919586,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725682919800,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682920056,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725682920312,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725682920525,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725682920781,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725682920994,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725682923512,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725682925090,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725682925346,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725682926669,000006FA,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725682926882,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725682927437,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725682928674,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
