Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445038725678587147,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678587403,0000029A,false,Rx,0,8,01,32,57,45,5A,43,30,36,
18445038725678589749,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678590389,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678590645,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678590944,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678591200,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678591413,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678594400,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678595083,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725678596917,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678597131,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678597387,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678597643,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678599392,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678599733,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678599989,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678600288,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678600501,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678600757,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678601056,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678601269,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678601909,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725678604384,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678605109,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678606091,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725678606901,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678607114,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678607413,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678609376,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725678609802,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678610101,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678610442,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678610741,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678610954,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678611210,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678611466,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678614368,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678615093,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725678616117,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725678616885,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678617098,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678617397,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678617653,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678617866,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678618592,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725678619360,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678619786,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678620042,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678620298,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678620554,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678620938,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678621152,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678623626,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678624352,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678625077,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678626869,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678627082,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678627338,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725678629727,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678630453,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678630709,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,15,3E,
18445038725678630965,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678631221,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678631434,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678633567,000006FA,false,Rx,0,8,02,36,34,34,00,00,00,00,
18445038725678634335,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678635103,00000664,false,Rx,0,8,02,83,06,32,F3,00,00,00,
18445038725678636853,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678637066,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678637322,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725678637578,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678639327,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678639839,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678640095,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725678640437,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678640650,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678640863,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678641119,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678641333,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678644319,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678645087,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678646837,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678647050,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678647306,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678649738,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678649994,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678650463,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678650719,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678650975,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678651231,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678651444,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678654303,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678655114,00000663,false,Rx,0,8,00,39,34,38,31,41,30,31,
18445038725678656820,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678657034,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678657332,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678657546,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678657802,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678659295,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678659764,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678660020,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678660234,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678660490,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678660788,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678661044,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678661258,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678664287,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678665098,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678666804,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678667018,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678667274,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678669748,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678670047,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678670474,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678670729,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678670985,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678671199,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678671455,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725678673588,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678674271,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678676788,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678677001,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678677257,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678677513,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725678677855,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725678679263,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678679732,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678679988,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678680287,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725678680500,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678681012,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678681225,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678684255,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678685108,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678686772,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678686985,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678687284,0000029A,false,Rx,0,8,02,36,34,34,FF,FF,FF,FF,
18445038725678689716,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678690441,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678690740,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678690996,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678691209,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678691465,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678694238,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678695092,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725678696756,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678696969,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678697268,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678697481,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678697737,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678699230,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678699742,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678699998,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678700297,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678700553,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678700852,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678701065,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678701321,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678701748,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725678704222,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678705076,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678706100,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725678706740,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678706996,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678707252,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678709214,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725678709769,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678710025,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678710494,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678710793,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678711006,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678711262,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678711476,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678714206,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678715102,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725678716126,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725678716723,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678716937,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678717235,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678717491,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678718515,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725678719198,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678719795,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678720094,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678720478,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678720691,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678720990,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678721246,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678723593,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678724190,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678725086,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678726707,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678727006,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678727433,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725678729737,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678730419,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678730633,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725678730931,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678731187,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678731401,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678733747,000006FA,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725678734174,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678735112,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725678736691,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678737032,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678737331,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725678737587,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678737800,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678739166,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678739848,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678740104,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725678740446,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678740702,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678740915,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678741171,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678741384,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678744158,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678745096,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678746675,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678747016,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678747272,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678749747,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678750046,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678750430,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678750686,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678750942,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678751198,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678751411,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678754142,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678755123,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725678756659,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678757000,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678757256,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678757512,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678759133,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678759731,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678759987,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678760243,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678760499,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678760755,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678761011,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678761224,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678764125,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678765107,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678766643,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678767027,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678767283,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678769715,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678769971,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678770440,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678770696,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678770952,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678771165,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678771421,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725678773597,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678774109,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678775091,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725678776627,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678777011,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678777267,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678777522,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678777736,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725678777992,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725678779101,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678779741,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678779997,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678780296,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725678780552,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678780893,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678781106,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678784093,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678785074,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678786610,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678786952,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678787208,0000029A,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725678789725,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678790450,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678790706,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678790962,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678791176,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678791432,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678794077,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678795101,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725678796594,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678797021,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678797320,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678797618,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678799069,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678799794,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678800050,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678800391,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678800605,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678800861,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678801117,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678801330,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678801629,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725678804061,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678805085,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678806109,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725678806578,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678807047,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678807389,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678809053,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725678809735,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678809991,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678810461,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678810759,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678810973,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678811229,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678811442,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678814045,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678815111,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725678816093,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725678816562,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678816989,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678817245,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
